UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,LOCALIDAD,CONSUMO_KW,POTENCIA_CONTRATADA,MONTO_SOLES,Latitud,Longitud
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CABRACANCHA,4.0,1.0,7.7,-13.2833545,-75.3192792
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,SUYTUPAMPA,4.0,1.0,7.7,-13.3112167,-75.4100231
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,SUYTUPAMPA,1.0,1.0,6.5,-13.3112147,-75.4100221
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,VISTA ALEGRE,14.0,1.0,12.5,-13.2833525,-75.3190792
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,OCORO,1.0,1.0,6.5,-13.3112167,-75.4100221
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,OCORO,0.0,1.0,6.2,-13.3112161,-75.4100227
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,COCHA,11.0,1.0,10.5,-13.2833205,-75.3290792
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,COCHA,22.0,1.0,14.7,-13.2833405,-75.3190792
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CCELLCCAYA,29.0,1.0,17.4,-13.2333504,-75.3190792
90401,HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,CRUZ PATA,0.0,1.0,6.3,-13.2833905,-75.3190292
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,CEBADAPATA,3.0,1.0,7.2,-13.3112197,-75.4200221
90615,HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,PAMPA HUASI,0.0,1.0,6.2,-13.7368236,-75.2437
90601,HUANCAVELICA,HUAYTARA,HUAYTARA,DOS DE MAYO,0.0,1.0,38.8,-13.6043857,-75.3531892
90616,HUANCAVELICA,HUAYTARA,TAMBO,SUMAC PAMPA,2.0,1.0,6.9,-13.6895138,-75.2746802
90616,HUANCAVELICA,HUAYTARA,TAMBO,TINCOCC,3.0,1.0,7.2,-13.6795118,-75.2746802
90616,HUANCAVELICA,HUAYTARA,TAMBO,CANTOCORRAL,2.0,1.0,6.6,-13.6894118,-75.2746802
90616,HUANCAVELICA,HUAYTARA,TAMBO,TACCRA,31.0,1.0,26.8,-13.6875118,-75.2746802
90602,HUANCAVELICA,HUAYTARA,AYAVI,MIRAFLORES,1.0,1.0,6.5,-13.9522196,-75.2652821
90602,HUANCAVELICA,HUAYTARA,AYAVI,BUENA VISTA,6.0,1.0,8.5,-13.9517196,-75.2652821
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SANTA ROSA DE MEJORADA,0.0,1.0,6.2,-13.8253128,-75.2576875
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SANTA ROSA DE MEJORADA,70.0,1.0,63.3,-13.8243228,-75.2576875
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,SAN ANTONIO DE ANDAYMARCA (ANDAYMARCO),19.0,1.0,13.5,-13.8253238,-75.2576875
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SAN ANTONIO DE RURUPA,25.0,1.0,15.8,-13.7950045,-75.2489987
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SECTOR NARANJAL,12.0,1.0,10.8,-13.7950395,-75.2489987
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SANTA ROSA DE ACORA (ACORA),56.0,1.0,50.6,-13.7950325,-75.2489987
90611,HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,SANTA ROSA DE ACORA (ACORA),26.0,1.0,16.3,-13.7950349,-75.2489987
90405,HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,SANTO DOMINGO,0.0,1.0,6.2,-13.0375725,-75.6097176
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,LUCMAYO,0.0,1.0,6.1,-13.8253218,-75.2576875
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,LUCMAYO,0.0,1.0,6.1,-13.8253208,-75.2576875
90613,HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,MIRAFLORES,0.0,1.0,18.7,-13.8253227,-75.2576875
90406,HUANCAVELICA,CASTROVIRREYNA,COCAS,TACMA,17.0,1.0,12.8,-13.2759639,-75.3724533
90406,HUANCAVELICA,CASTROVIRREYNA,COCAS,TACMA,0.0,1.0,6.2,-13.2759649,-75.3724533
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,PUEBLO NUEVO,1.0,1.0,6.5,-13.2931089,-75.5423408
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,PACATAY,3.0,1.0,7.3,-13.2931099,-75.5423407
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,CHACARA,11.0,1.0,10.4,-13.2931099,-75.5423402
90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,HUACHOS,2.0,5.0,15.1,-13.2199245,-75.533640
90407,HUANCAVELICA,CASTROVIRREYNA,HUACHOS,PICHUTACUCHO,7.0,1.0,8.9,-13.2199235,-75.533645
90403,HUANCAVELICA,CASTROVIRREYNA,AURAHUA,FLOR DE CANCHA,0.0,1.0,5.7,-13.0345915,-75.5702540
90410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,PATIPATA,1.0,1.0,6.5,-13.2034336,-75.6345057
90410,HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,PATIPATA,18.0,1.0,12.7,-13.2034336,-75.6245057
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,MARCAS,98.0,1.0,87.2,-13.2931099,-75.5423408
90404,HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,MARCAS,17.0,1.0,17.1,-13.2931099,-75.5427407
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,QUINCARA,1.0,1.0,6.5,-13.3112167,-75.4100220
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,HUAYANTO,4.0,1.0,7.7,-13.5285368,-75.3375782
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,TRIGOPAMPA,6.0,1.0,8.5,-13.5285368,-75.3285782
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,QUINCHIHUA,0.0,1.0,6.2,-13.5285368,-75.3255782
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,MINASCCASA,1.0,1.0,6.6,-13.45876895,-75.25015590690085
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,TASTACANCHA,1.0,1.0,6.5,-13.45876895,-75.25015590690085
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,SAN JUAN DE RUMICHACA,2.0,1.0,6.9,-13.45876895,-75.25015590697084
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,TAYAPAHUASIN,1.0,1.0,6.5,-13.45876895,-75.25015590698084
90610,HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,MARAYCANCHA,6.0,1.0,8.4,-13.45876895,-75.25014590690084
90609,HUANCAVELICA,HUAYTARA,QUITO-ARMA,SANTA ROSA,4.0,1.0,7.7,-13.5285368,-75.3274782
90409,HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,CASACOYA,1.0,1.0,6.5,-13.3112167,-75.4100271
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,HUAYAO,53.0,1.0,45.7,-13.119588,-75.49955739132748
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,HUAYAO,4.0,1.0,7.7,-13.119588,-75.49955739132644
90402,HUANCAVELICA,CASTROVIRREYNA,ARMA,HUINCHULLAY,0.0,1.0,6.1,-13.119588,-75.49955639132744
150812,LIMA,HUAURA,VEGUETA,SANTA FE,7.0,3.0,8.9,-11.0233134,-77.644552
150812,LIMA,HUAURA,VEGUETA,VEGUETA,0.0,3.0,6.2,-11.0233134,-77.642252
150812,LIMA,HUAURA,VEGUETA,Centro Poblado SANTA FE,0.0,7.0,9.7,-11.0233134,-77.654252
150812,LIMA,HUAURA,VEGUETA,SAN JOSE,14.0,3.0,11.6,-11.0233134,-77.624252
150812,LIMA,HUAURA,VEGUETA,RUQUIA,4.0,3.0,7.7,-11.0233134,-77.649252
150806,LIMA,HUAURA,HUAURA,CAÑAVERALES,10.0,1.0,9.7,-11.0701058,-77.5993908
150806,LIMA,HUAURA,HUAURA,CAÑAVERALES,3.0,1.0,7.3,-11.0701058,-77.5972908
150812,LIMA,HUAURA,VEGUETA,EL ROSARIO,30.0,1.0,17.8,-11.0233134,-77.648252
150812,LIMA,HUAURA,VEGUETA,EL ROSARIO,19.0,1.0,16.8,-11.0233134,-77.647252
150812,LIMA,HUAURA,VEGUETA,EL ROSARIO,28.0,1.0,17.1,-11.0233134,-77.644289
150812,LIMA,HUAURA,VEGUETA,EL PROGRESO,0.0,1.0,6.2,-11.0233134,-77.644253
150812,LIMA,HUAURA,VEGUETA,SANTA FE,2.0,1.0,6.9,-11.0233134,-77.644852
150812,LIMA,HUAURA,VEGUETA,SANTA FE,42.0,1.0,37.4,-11.0233134,-77.684252
150812,LIMA,HUAURA,VEGUETA,Centro Poblado GUADALUPE,123.0,1.0,242.3,-11.0233134,-77.644250
150812,LIMA,HUAURA,VEGUETA,RUQUIA,0.0,1.0,6.2,-11.0233134,-77.644251
150811,LIMA,HUAURA,SAYAN,TOPAYA,94.0,3.0,174.4,-11.1334544,-77.1933553
150606,LIMA,HUARAL,IHUARI,IHUARI,31.0,3.0,26.8,-11.213020400000011,-76.9759142574398
150606,LIMA,HUARAL,IHUARI,AÑAMPAY,7.0,3.0,25.1,-11.213020400000021,-76.97591425741984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,0.0,0.5,6.2,-11.213020400000301,-76.97591425710984
150606,LIMA,HUARAL,IHUARI,MOLINO,0.0,0.96,6.2,-11.2130204000000002,-76.97591425740084
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,0.0,0.48,12.4,-11.213020400000008,-76.97591425745984
150811,LIMA,HUAURA,SAYAN,CUCHUCHIN,0.0,1.0,6.0,-11.133454498,-77.1933953
150606,LIMA,HUARAL,IHUARI,REPARTICION,76.0,1.0,69.8,-11.213020400001001,-76.97591425740983
150606,LIMA,HUARAL,IHUARI,ACOTAMA,18.0,1.0,13.2,-11.213020400000001,-76.97591428740982
150606,LIMA,HUARAL,IHUARI,ACOTAMA,19.0,1.0,23.7,-11.213020400000001,-76.97591428740981
150606,LIMA,HUARAL,IHUARI,ACOTAMA,0.0,1.0,12.4,-11.213020400000001,-76.97591425740980
150606,LIMA,HUARAL,IHUARI,ACOTAMA,79.0,1.0,71.9,-11.213020400000001,-76.97591425740974
150606,LIMA,HUARAL,IHUARI,ACOTAMA,68.0,1.0,60.5,-11.213020400000001,-76.97591425740964
150606,LIMA,HUARAL,IHUARI,AÑAMPAY,36.0,1.0,31.6,-11.213020400000001,-76.97591425740954
150606,LIMA,HUARAL,IHUARI,HUAYCHO,16.0,1.0,12.4,-11.213020400000001,-76.97591425740944
150606,LIMA,HUARAL,IHUARI,HUAYCHO,0.0,1.0,6.2,-11.213020400000001,-76.9759142574098
150606,LIMA,HUARAL,IHUARI,IHUARI,0.0,1.0,6.1,-11.213020400000001,-76.97591425740982
150606,LIMA,HUARAL,IHUARI,IHUARI,12.0,1.0,10.8,-11.213020400000001,-76.97591425740184
150606,LIMA,HUARAL,IHUARI,IHUARI,0.0,1.0,6.1,-11.213020400000001,-76.97591425748984
150606,LIMA,HUARAL,IHUARI,IHUARI,10.0,1.0,9.9,-11.213020400000001,-76.97599425740984
150606,LIMA,HUARAL,IHUARI,IHUARI,23.0,1.0,15.1,-11.213020400000001,-76.97591445740984
150606,LIMA,HUARAL,IHUARI,IHUARI,21.0,1.0,14.3,-11.213020400000001,-76.97591425740988
150606,LIMA,HUARAL,IHUARI,OTEC,23.0,1.0,22.3,-11.213020400000001,-76.97591425740985
150606,LIMA,HUARAL,IHUARI,OTEC,10.0,1.0,10.0,-11.213020400002001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,OTEC,4.0,1.0,7.6,-11.213020400000011,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,14.0,1.0,11.6,-11.213020300000001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,20.0,1.0,13.9,-11.213020200000001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,5.0,1.0,7.9,-11.213020400500001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,9.0,1.0,9.4,-11.213020400700001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,HUACHINGA,0.0,1.0,6.1,-11.213020400800001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,LAMBLAN,0.0,1.0,32.1,-11.213020400090001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,LAMBLAN,22.0,1.0,14.7,-11.213020409900001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,16.0,1.0,12.4,-11.213020400220001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,0.0,1.0,6.2,-11.213020400000501,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,18.0,1.0,13.2,-11.213020400770001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,4.0,1.0,7.6,-11.213020400002201,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,ÑAUPAY,0.0,1.0,6.2,-11.213020400001001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,QUISPIHUAY,35.0,1.0,30.5,-11.213020400000001,-76.97591425840984
150606,LIMA,HUARAL,IHUARI,YUNGUY,53.0,1.0,68.1,-11.213027400000001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,YUNGUY,32.0,1.0,27.8,-11.213020401000001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,YUNGUY,1.0,1.0,13.2,-11.213020400120001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,MATARA,1.0,1.0,6.5,-11.213020410000001,-76.97591425740984
150606,LIMA,HUARAL,IHUARI,VILCAS,21.0,1.0,14.9,-11.213022400000001,-76.97591425740984
150810,LIMA,HUAURA,SANTA MARIA,SANTA MARIA,0.0,3.0,6.3,-11.113585649999999,-77.41951157558356
150810,LIMA,HUAURA,SANTA MARIA,SANTA MARIA,0.0,3.0,6.2,-11.117584649999999,-77.41951157558356
150810,LIMA,HUAURA,SANTA MARIA,SANTA MARIA,55.0,3.0,67.0,-11.117585549999999,-77.41951157558356
40807,AREQUIPA,LA UNION,QUECHUALLA,PICHA,10.77,85.0,312.1,-15.2875041,-73.0883644794522
40402,AREQUIPA,CASTILLA,ANDAGUA,PACCARETA,10.77,85.0,179.8,-15.4988752,-72.355603
40402,AREQUIPA,CASTILLA,ANDAGUA,SAN ANTONIO,10.77,85.0,217.0,-15.4988452,-72.355603
40507,AREQUIPA,CAYLLOMA,HUAMBO,MATADERO,10.77,85.0,508.2,-15.7304369,-72.1081153
40507,AREQUIPA,CAYLLOMA,HUAMBO,YANACOTO,10.77,85.0,228.8,-15.7304169,-72.1081153
40312,AREQUIPA,CARAVELI,QUICACHA,DURASNILLO,10.77,85.0,541.2,-15.6152546,-73.7984366
40207,AREQUIPA,CAMANA,QUILCA,EL TUNEL,10.36,85.0,479.6,-16.7168405,-72.4254819
40124,AREQUIPA,AREQUIPA,UCHUMAYO,LA NUEVA MOLINA,10.77,85.0,346.8,-16.4251658,-71.6757116
40124,AREQUIPA,AREQUIPA,UCHUMAYO,LA NUEVA MOLINA,10.77,85.0,613.0,-16.4251654,-71.6747116
40124,AREQUIPA,AREQUIPA,UCHUMAYO,LA NUEVA MOLINA,10.77,85.0,351.9,-16.4251653,-71.6737116
40608,AREQUIPA,CONDESUYOS,YANAQUIHUA,CHARCO CHOCCHA,10.77,85.0,155.5,-15.7757447,-72.8788355
40806,AREQUIPA,LA UNION,PUYCA,CCENCHO,10.77,85.0,421.4,-15.0592325,-72.6945516
40806,AREQUIPA,LA UNION,PUYCA,CCENCHO,10.77,85.0,624.1,-15.0592325,-72.6917799
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,SIETE DE JUNIO,10.77,85.0,308.6,-6.7234922,-78.2827711
60310,CAJAMARCA,CELENDIN,SUCRE,LAGUNA,10.77,85.0,263.2,-6.9426948,-78.1356347
60302,CAJAMARCA,CELENDIN,CHUMUCH,NUEVA BELLA AURORA,10.77,85.0,583.3,-6.6029568,-78.200377
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,VILLA HERMOSA,10.77,85.0,494.5,-6.6774179,-78.20411289919101
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LA LAGUNA RAMOSCUCHO,10.77,85.0,398.0,-6.7234922,-78.7723411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,NUEVO EDEN,10.77,85.0,411.6,-6.7234922,-78.2811411
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,MUYOC CHICO,10.77,85.0,308.6,-6.6774179,-78.20499289919101
60301,CAJAMARCA,CELENDIN,CELENDIN,SANTA ROSA,10.77,120.0,240.0,-6.8655175,-78.1454655
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,LA LAGUNA RAMOSCUCHO,10.77,85.0,623.3,-6.7774922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,UNION DEL NORTE,10.77,85.0,623.3,-6.7234922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,SAN JUAN,10.77,85.0,381.0,-6.7248922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,CHUPICA,10.77,85.0,623.3,-6.7234722,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,SANCHAN,10.77,85.0,623.3,-6.7134922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,PAUCAPAMPA,10.77,85.0,534.0,-6.6234922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,BUENOS AIRES,10.77,85.0,623.3,-6.7234982,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,EL TRIUNFO (SARAUS),10.77,85.0,148.1,-6.7134922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,EL TRIUNFO (SARAUS),10.77,85.0,555.6,-6.7239922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,CHUÑIGA,10.77,85.0,520.0,-6.7234122,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,NUEVO HORIZONTE,10.77,85.0,623.3,-6.7254922,-78.2823411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,NUEVA ALIANZA,10.77,85.0,622.8,-6.7234922,-78.2825411
60312,CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,ROSAPATA,10.77,85.0,614.2,-6.7234922,-78.2844411
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,MUYOC CHICO,10.77,85.0,326.7,-6.6774179,-78.20499289919101
60310,CAJAMARCA,CELENDIN,SUCRE,LAGUNA,10.77,85.0,401.1,-6.9426948,-78.1366347
60310,CAJAMARCA,CELENDIN,SUCRE,CHALLAYHUACO,10.77,85.0,373.7,-6.9426948,-78.1356347
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LOROPAMPA,10.77,85.0,308.6,-6.6774179,-78.20418289919101
60302,CAJAMARCA,CELENDIN,CHUMUCH,VISTA  HERMOSA,10.77,85.0,561.7,-6.6029568,-78.200322
60202,CAJAMARCA,CAJABAMBA,CACHACHI,LICLIPAMPA ALTO,10.77,120.0,232.8,-7.4487528,-78.2677919
60301,CAJAMARCA,CELENDIN,CELENDIN,POYUNTECUCHO,10.77,120.0,297.3,-6.8654175,-78.1664655
60311,CAJAMARCA,CELENDIN,UTCO,LIMON,10.77,120.0,319.9,-6.8964042,-78.0631552
61007,CAJAMARCA,SAN MARCOS,JOSE SABOGAL,CASERIO EL LAYO CP GELIC,10.77,120.0,220.1,-7.2144553,-77.98229358781424
60202,CAJAMARCA,CAJABAMBA,CACHACHI,LA FILA ALTA,10.77,120.0,33.2,-7.4487528,-78.2686119
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,EL HUAYO,10.77,120.0,22.1,-7.532451200000201,-78.09537627395437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,CHICHIR,10.77,120.0,326.5,-7.532451200003001,-78.09537627395437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,MALCAS,10.77,120.0,447.2,-7.532451200000401,-78.09537627395437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,MALCAS,10.77,120.0,316.6,-7.532451200000501,-78.09537427395437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,EL HUAYO,10.77,120.0,204.3,-7.532451200090001,-78.09537627395437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,EL HUAYO,10.77,120.0,347.0,-7.532451200080001,-78.09557627395437
60202,CAJAMARCA,CAJABAMBA,CACHACHI,PAUQUILLA,10.77,120.0,421.0,-7.4487528,-78.2615919
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,PUCARITA,10.77,120.0,518.2,-7.491877049999999,-77.89996708662094
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,YANAYACU,10.77,120.0,428.4,-7.491877049999999,-77.8995708472094
60202,CAJAMARCA,CAJABAMBA,CACHACHI,LICLIPAMPA ALTO,10.77,120.0,379.8,-7.4487528,-78.29986919
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,MALCAS,10.77,120.0,522.3,-7.532451200000001,-78.09537627225437
60203,CAJAMARCA,CAJABAMBA,CONDEBAMBA,SAN ELIAS,10.77,120.0,406.6,-7.532451200000001,-78.09532627395437
60204,CAJAMARCA,CAJABAMBA,SITACOCHA,CASERIO PAUQUITA,10.77,120.0,437.8,-7.491877049999999,-77.89996708472094
60202,CAJAMARCA,CAJABAMBA,CACHACHI,LICLIPAMPA ALTO,10.77,120.0,458.3,-7.4487528,-78.2686919
60301,CAJAMARCA,CELENDIN,CELENDIN,LLANGUAT,10.77,120.0,263.2,-6.8654175,-78.1451655
60301,CAJAMARCA,CELENDIN,CELENDIN,LLANGUAT,10.77,120.0,120.7,-6.8654175,-78.1452655
60304,CAJAMARCA,CELENDIN,HUASMIN,DINAMARCA,10.77,120.0,310.3,-6.8376064,-78.2149857
60304,CAJAMARCA,CELENDIN,HUASMIN,EL LIRIO,10.77,120.0,409.6,-6.8376064,-78.2449257
60304,CAJAMARCA,CELENDIN,HUASMIN,CURA PAMPA,10.77,120.0,444.9,-6.8376063,-78.2449857
60304,CAJAMARCA,CELENDIN,HUASMIN,YANAQUERO - CHORRO BLANCO,10.77,120.0,437.9,-6.8376264,-78.2449857
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,BELLAVISTA,10.77,120.0,464.5,-6.6774179,-78.20422289919101
60310,CAJAMARCA,CELENDIN,SUCRE,BELLAVISTA DE CAJEN,10.77,120.0,12.0,-6.9426948,-78.1316347
60310,CAJAMARCA,CELENDIN,SUCRE,LA FLORIDA,10.77,120.0,263.3,-6.9426948,-78.1359347
60310,CAJAMARCA,CELENDIN,SUCRE,SECTOR CANTANGE FORTALEZA,10.77,120.0,308.6,-6.9426948,-78.1356357
60303,CAJAMARCA,CELENDIN,CORTEGANA,SAN MIGUEL,10.77,120.0,224.8,-6.5132567,-78.3219876
60304,CAJAMARCA,CELENDIN,HUASMIN,JEREZ,10.77,120.0,567.4,-6.8376064,-78.2449867
60304,CAJAMARCA,CELENDIN,HUASMIN,LAGUNAS,10.77,120.0,308.6,-6.8376064,-78.2440857
60304,CAJAMARCA,CELENDIN,HUASMIN,MELENDEZ,10.77,120.0,169.6,-6.8376064,-78.2439857
60304,CAJAMARCA,CELENDIN,HUASMIN,SHIUATE,10.77,120.0,259.0,-6.8376064,-78.2449857
60304,CAJAMARCA,CELENDIN,HUASMIN,TUPAC AMARU,10.77,120.0,331.3,-6.8376064,-78.2049857
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,JORGE CHAVEZ,10.77,120.0,296.6,-6.6774179,-78.20438289919101
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,LA MERCED,10.77,120.0,386.7,-6.6774179,-78.20418249919101
60307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,MIRADOR,10.77,120.0,221.6,-6.6774179,-78.20418289519101
60309,CAJAMARCA,CELENDIN,SOROCHUCO,OCSHA,10.77,120.0,308.6,-6.9116268,-78.2550906
60309,CAJAMARCA,CELENDIN,SOROCHUCO,SURUPATA,10.77,120.0,302.5,-6.9516568,-78.2550906
60309,CAJAMARCA,CELENDIN,SOROCHUCO,CHUGURMAYO,10.77,120.0,374.1,-6.0116568,-78.2550906
60302,CAJAMARCA,CELENDIN,CHUMUCH,AGUA SANTA,10.77,120.0,643.3,-6.6029568,-78.200322
60302,CAJAMARCA,CELENDIN,CHUMUCH,BUENA VISTA,10.77,120.0,612.9,-6.6029228,-78.200322
60302,CAJAMARCA,CELENDIN,CHUMUCH,CRISTO REY,10.77,120.0,567.4,-6.6029368,-78.200322
60301,CAJAMARCA,CELENDIN,CELENDIN,MANGASH,10.77,120.0,263.2,-6.8654175,-78.1454655
60304,CAJAMARCA,CELENDIN,HUASMIN,HUASMIN,10.77,120.0,612.9,-6.8375064,-78.2449847
60304,CAJAMARCA,CELENDIN,HUASMIN,HUASMIN,10.77,120.0,612.9,-6.8276064,-78.2449817
60304,CAJAMARCA,CELENDIN,HUASMIN,CHILAC NUMERO 8,10.77,120.0,308.6,-6.8276066,-78.2449820
60303,CAJAMARCA,CELENDIN,CORTEGANA,DOS DE MAYO,10.77,120.0,308.6,-6.8276069,-78.2449821
60310,CAJAMARCA,CELENDIN,SUCRE,SAN MARTIN,10.77,120.0,292.2,-6.8276070,-78.2449823
60303,CAJAMARCA,CELENDIN,CORTEGANA,SAN JUAN DE LA QUINUA.,10.77,120.0,308.6,-6.8276074,-78.2449824
60303,CAJAMARCA,CELENDIN,CORTEGANA,PERLAMAYO,10.77,120.0,400.9,-6.8276076,-78.2449826
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,AHIJADERO,10.77,120.0,95.7,-6.8276078,-78.2449828
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,LAS ROSAS,10.77,120.0,12.0,-6.8276082,-78.2449830
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,LAS ROSAS,10.77,120.0,11.0,-6.8276083,-78.2449834
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,LAS TAYAS,10.77,120.0,612.9,-6.8276085,-78.2449836
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,ROTOY,10.77,120.0,22.0,-6.8276087,-78.2449839
60504,CAJAMARCA,CONTUMAZA,GUZMANGO,TAMBILLO,10.77,120.0,11.1,-6.8276089,-78.2449842
60505,CAJAMARCA,CONTUMAZA,SAN BENITO,RINCON,10.77,120.0,12.1,-6.8276088,-78.2449846
